TIP AGENTIE,SHOP NAME,lat,lng,link,ORAS,Suprafata utila,Status Oras,Status shop,HCL,Anexa,Taxa locala,New cost/sop,Nota calcul Primarie,Dosar autorizare depus,Autorizatie Emisa,Nr. Aparate,Observatii,Acte necesare pt. autorizare
STANDARD,BUCURESTI 231-PANTELIMON 356,44.440757,26.180733,,BUCURESTI,69.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 230-NERVA TRAIAN,44.422851,26.118242,,BUCURESTI,58.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 229-BAGDASAR,44.386075,26.128995,,BUCURESTI,52.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 228-SOS ALEXANDRIEI 11,44.403208,26.057545,,BUCURESTI,44.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 227-STIRBEI VODA,44.440031,26.080977,,BUCURESTI,54.3,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 226-BACIULUI,44.384768,26.082723,,BUCURESTI,44,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 225-PIATA IANCULUI,44.44092,26.132994,,BUCURESTI,56,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 215-ALEXANDRU SERBANESCU,44.4838912,26.0978829,,BUCURESTI,50.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 224-MOGHIOROS 44,44.422889,26.035494,,BUCURESTI,22,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 067-SEBASTIAN 38,44.4148417,26.0713388,,BUCURESTI,32.2,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 219-GIURGIULUI,44.3830352,26.0925812,,BUCURESTI,95.9,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 220-ROSIA MONTANA,44.435749,26.027664,,BUCURESTI,79.5,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 196-CRANGASI 1,44.4561409,26.0485286,,BUCURESTI,17.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 221-BRATIANU,44.4291871,26.1047345,,BUCURESTI,31.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 218-STR BRASOV,44.417253,26.03402,,BUCURESTI,74.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 212-EMIL RACOVITA,44.380478,26.126013,,BUCURESTI,29,N/A,#N/A,,,,0,,,,3,,
STANDARD,BUCURESTI 222-PANTELIMON 283,44.4427796,26.1650372,,BUCURESTI,47.5,N/A,#N/A,,,,0,,,,2,,
STANDARD,BUCURESTI 211-LACUL TEI,44.4625261,26.1203464,,BUCURESTI,56.1,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 207-STR CHRISTIAN TELL,44.4441016,26.0944879,,BUCURESTI,44.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 217-COLENTINA 12,44.4572912,26.1307009,,BUCURESTI,42.5,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 208-BUHUSI,44.4166294,26.1818367,,BUCURESTI,86.2,N/A,#N/A,,,,0,,,,3,,
STANDARD,BUCURESTI 148-DRUMUL TABEREI,44.419151,26.019803,,BUCURESTI,70.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 205-CALEA MOSILOR,44.4380553,26.1144626,,BUCURESTI,24.4,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 198-ALEEA COVASNA,44.3786477,26.1152028,,BUCURESTI,68.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 184-RAMNICU SARAT,44.412864,26.142512,,BUCURESTI,70.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 193-IZVORUL RECE,44.3886246,26.1037472,,BUCURESTI,35.9,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 190-BARCA,44.4104374,26.0645056,,BUCURESTI,50.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 202-C-TIN RADULESCU,44.414339,26.10733,,BUCURESTI,64.7,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 199-CALEA 13 SEPTEMBRIE,44.424868,26.0775796,,BUCURESTI,50.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 178-1 MAI,44.419409,26.048233,,BUCURESTI,57.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 187-M SEBASTIAN,44.4215675,26.0646865,,BUCURESTI,41.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 186-COLENTINA,44.4510115,26.1250362,,BUCURESTI,52.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 185-DRISTOR,44.420151,26.139284,,BUCURESTI,35.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 197-PIETEI,44.4850772,26.0345684,,BUCURESTI,51.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 174-PANTELIMON,44.4437024,26.1479019,,BUCURESTI,59.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 179-VALEA LUNGA,44.431994,26.014427,,BUCURESTI,83.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 183-VASILE LASCAR,44.445622,26.110856,,BUCURESTI,38.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 175-1 DECEMBRIE 1918,44.4116009,26.1733248,,BUCURESTI,64.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 180-BRANCUSI,44.4302073,26.1658217,,BUCURESTI,55,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 181-BD DECEBAL,44.4272811,26.1304541,,BUCURESTI,63.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 170-MANIU 59,44.43396,26.027499,,BUCURESTI,41.1,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 171-IULIU MANIU,44.4345,26.037078,,BUCURESTI,49.5,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 169-CONSTANTIN BRANCOVEANU,44.377495,26.1096307,,BUCURESTI,37.5,N/A,#N/A,,,,0,,,,3,,
STANDARD,BUCURESTI 154-NASAUD,44.4102904,26.0786307,,BUCURESTI,72.9,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 161-THEODOR PALLADY,44.4125578,26.1651209,,BUCURESTI,69.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 156-VIRTUTII,44.4389791,26.0349606,,BUCURESTI,61.4,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 167-AEROGARII,44.4942675,26.0802125,,BUCURESTI,66.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 159-MARGEANULUI,44.40687,26.05848,,BUCURESTI,70.2,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 157-SOS PANTELIMON,44.4430232,26.1553061,,BUCURESTI,60.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 165-CALEA RAHOVEI,44.4139116,26.0755424,,BUCURESTI,75.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 151-CALEA FLOREASCA,44.4610056,26.1005784,,BUCURESTI,63.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 155-BADEA CARTAN,44.4524312,26.1167108,,BUCURESTI,63,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 147-MOSILOR 253,44.4475666,26.1229587,,BUCURESTI,54.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 144-BRANCOVEANU 116,44.3853558,26.1097925,,BUCURESTI,31.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 143-FERDINAND,44.44409001,26.12971687,,BUCURESTI,34.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 142-TACHE IONESCU,44.444331,26.097455,,BUCURESTI,30,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 141-GIURGIULUI 121,44.3869777,26.0923374,,BUCURESTI,48.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 140-GHICA NR 6,44.46340493,26.13024132,,BUCURESTI,47.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 138-FAVORIT,44.424976,26.04613,,BUCURESTI,40.4,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 136-SOS CHITILEI,44.4847697,26.0245685,,BUCURESTI,54.6,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 135-PIATA RAHOVA,44.405832,26.063677,,BUCURESTI,67.8,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 133-CALEA VACARESTI 220,44.41242473,26.11417774,,BUCURESTI,39.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 132-ION MIHALACHE-NR 92,44.4602401,26.0751477,,BUCURESTI,37.6,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 131-SMARDAN,44.4316625,26.0996747,,BUCURESTI,30.4,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 129-13 SEPTEMBRIE 222,44.4190214,26.0605068,,BUCURESTI,65.8,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 127-ROMANCIERILOR,44.4264065,26.0242901,,BUCURESTI,56.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 126-DRUMUL TABEREI 80,44.422694,26.021825,,BUCURESTI,59.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 123-LACUL TEI 119-121,44.46258799,26.12103389,,BUCURESTI,38.5,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 122-RAUL DOAMNEI,44.4147979,26.0242625,,BUCURESTI,60.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 120-DOMENII,44.4654252,26.0671411,,BUCURESTI,38.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 121-KOGALNICEANU,44.43466532,26.0881355,,BUCURESTI,30.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 027-DELEA VECHE,44.43172,26.129059,,BUCURESTI,52.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 116-BERCENI 15,44.38907078,26.12578953,,BUCURESTI,52.8,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 114-OBOR,44.44772436,26.12775994,,BUCURESTI,37,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 113-OLTENITEI 10,44.40098524,26.10071372,,BUCURESTI,62.5,N/A,#N/A,,,,0,,,,2,,
STANDARD,BUCURESTI 108-PTA 16 FEBRURIE,44.485308,26.032185,,BUCURESTI,76.8,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 110-VATRA LUMINOASA,44.43797818,26.1383949,,BUCURESTI,33.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 107-FERENTARI,44.3932535,26.082871,,BUCURESTI,49.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 106-DIMITROV,44.44314366,26.12989839,,BUCURESTI,46.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 105-PLUMBUITA,44.466586,26.138696,,BUCURESTI,35.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 078-GARA DE NORD,44.4458409,26.0747427,,BUCURESTI,48.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 104-RM. SARAT,44.4190417,26.1470584,,BUCURESTI,69.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 100-BUDAPESTA,44.4205745,26.10311832,,BUCURESTI,41,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 101-HALA TRAIAN,44.43326009,26.12021849,,BUCURESTI,33,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 099-OLTENITEI 162,44.39543612,26.11644739,,BUCURESTI,67.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 102-ZIDURI MOSI,44.45320294,26.12788609,,BUCURESTI,38.7,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 020-JIULUI,44.483758,26.0420447,,BUCURESTI,19.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 097-STRADUINTEI,44.3829056,26.1172263,,BUCURESTI,37.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 098-VICTOR BABES,44.42757326,26.13789977,,BUCURESTI,64.9,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 091-DIHAM,44.434492,26.158744,,BUCURESTI,52.7,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 089-BASARABIA,44.433135,26.154743,,BUCURESTI,30.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 087-CHISINAU 16,44.4379929,26.158672,,BUCURESTI,41.3,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 083-GIURGIULUI 125,44.38363721,26.09262594,,BUCURESTI,37.3,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 084-ORIZONT,44.425383,26.051158,,BUCURESTI,38.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 080-DRUMUL TABEREI 32,44.423802,26.042333,,BUCURESTI,65.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 086-PTA. 1 DECEMBRIE,44.416655,26.176318,,BUCURESTI,24.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 085-SIR,44.435491,26.034674,,BUCURESTI,25,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 074-COZIA,44.45201007,26.14633776,,BUCURESTI,65.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 075-GARA DE EST,44.44803085,26.14144022,,BUCURESTI,38.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 076-BABA NOVAC ROND,44.42435,26.136895,,BUCURESTI,50.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 073-PTA. MINIS,44.428604,26.1682487,,BUCURESTI,42.4,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 077-HOTEL PULLMAN,44.4749991,26.0703631,,BUCURESTI,96,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 072-RAHOVA ISPIRESCU,44.41081,26.070566,,BUCURESTI,54.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 070-CALEA VACARESTI,44.41109901,26.11522783,,BUCURESTI,49,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 068-GRIVITEI 103,44.445567,26.082709,,BUCURESTI,32.3,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 069-CODRII NEAMTULUI,44.421419,26.174194,,BUCURESTI,35.8,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 066-COMPLEX GIULESTI,44.458164,26.052493,,BUCURESTI,49.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 063-COSBUC,44.421325,26.09092,,BUCURESTI,24.2,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 065-LUJERULUI,44.43417883,26.03077982,,BUCURESTI,43.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 064-PRELUNGIREA GHENCEA,44.412683,26.021554,,BUCURESTI,32.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 059-PANTELIMON CORA,44.440863,26.181943,,BUCURESTI,30,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 060-BRANCUSI,44.4293706,26.1616947,,BUCURESTI,41.3,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 058-GIULESTI,44.4620513,26.0438996,,BUCURESTI,28.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 054-LANARIEI,44.415246,26.106519,,BUCURESTI,46.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 056-DELFINULUI,44.4430563,26.1550613,,BUCURESTI,70.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 055-SEBASTIAN,44.4130966,26.0729104,,BUCURESTI,38.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 053-RAHOVA 334,44.410075,26.069101,,BUCURESTI,43,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 052-OBREGIA 25,44.383363,26.115318,,BUCURESTI,52.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 029-OCTAVIAN GOGA,44.423933,26.11986,,BUCURESTI,36.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 001-BERCENI,44.381199,26.133803,,BUCURESTI,75.6,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 047-TEIUL DOAMNEI NR.12,44.4594027,26.12704463,,BUCURESTI,66.1,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 050-RAMNICU-VALCEA,44.4121674,26.1401092,,BUCURESTI,58.2,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 049-UVERTURII,44.440195,26.026013,,BUCURESTI,53.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 046-SALAJ,44.40626864,26.07481138,,BUCURESTI,72.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 048-VIITORULUI,44.451626,26.120577,,BUCURESTI,37.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 042-ION MIHALACHE,44.4717634,26.0504646,,BUCURESTI,63.7,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 044-SERBAN VODA,44.4070269,26.0950518,,BUCURESTI,56.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 007-CHISINAU,44.444652,26.157467,,BUCURESTI,32.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 039-PATULULUI,44.4135021,26.165314,,BUCURESTI,24.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 037-GHEORGHE DUCA,44.4481808,26.076695,,BUCURESTI,16.5,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 035-ALEXANDRIEI,44.402548,26.055121,,BUCURESTI,53.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 038-TIMISOARA 59,44.426728,26.028828,,BUCURESTI,40.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 036-13 SEPTEMBRIE,44.42386972,26.07366406,,BUCURESTI,49.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 018-COLENTINA 93,44.46850914,26.14298467,,BUCURESTI,41,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 004-LACUL TEI,44.46031281,26.11481845,,BUCURESTI,44.4,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 034-MOSILOR 133,44.43862011,26.11471217,,BUCURESTI,25,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUCURESTI 028-VITAN,44.415181,26.13368,,BUCURESTI,48.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 030-OLTENITEI 228,44.3909029,26.1277446,,BUCURESTI,46.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 031-AUREL VLAICU,44.4793772,26.0955188,,BUCURESTI,71.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 026-1 DECEMBRIE 37,44.4155041,26.1747787,,BUCURESTI,21.2,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 023-MOSILOR,44.44423167,26.11830683,,BUCURESTI,64.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 022-CRANGASI,44.4532545,26.0470239,,BUCURESTI,37.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 021-OLTENITEI,44.399121,26.106653,,BUCURESTI,54.4,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 019-TIMISOAREI 69,44.426136,26.020735,,BUCURESTI,47,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 017-AUREL VLAICU,44.4529657,26.103715,,BUCURESTI,37,N/A,#N/A,,,,0,,,,2,,
STANDARD,BUCURESTI 012-COLENTINA,44.457389,26.130639,,BUCURESTI,32.3,N/A,#N/A,,,,0,,,,3,,
STANDARD,BUCURESTI 016-DOROBANTI,44.4546769,26.0976879,,BUCURESTI,25.6,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 010-MIHAI BRAVU,44.43337174,26.1378769,,BUCURESTI,72.4,N/A,#N/A,,,,0,,,,1,,
STANDARD,BUCURESTI 011-BABA NOVAC,44.425705,26.144187,,BUCURESTI,20.9,N/A,#N/A,,,,0,,,,4,,
STANDARD,BUCURESTI 003-PANTELIMON,44.44493,26.13626,,BUCURESTI,81.3,N/A,#N/A,,,,0,,,,4,,
STANDARD ADM,SSBT S ADM BUFTEA 540-BUCURESTI TARGOVISTE,44.561806,25.949194,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUFTEA,15,To be banned,To be closed,40/31.03.2026,Nu,,0,,,,0,interzicere totala,
STANDARD,BUFTEA 02-BUCURESTI-TARGOVISTE 43,44.561867,25.948929,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUFTEA,32.8,To be banned,To be closed,40/31.03.2026,Nu,,0,,,,5,interzicere totala,
STANDARD,BUFTEA 01-BUCURESTI-TARGOVISTE,44.575297,25.940505,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUFTEA,70.2,To be banned,To be closed,40/31.03.2026,Nu,,0,,,,5,interzicere totala,
STANDARD,BUHUSI 01-CENTRU,46.7187011,26.7033111,,BUHUSI,29.9,To be banned,To be closed,66/17.04.2026,,,0,,,,3,interzicere totala,
STANDARD,BUMBESTI JIU 01-SADU,45.179265,23.380212,,BUMBESTI-JIU,49,N/A,#N/A,,,,0,,,,0,,
STANDARD,BUSTENI 01-LIBERTATII 81,45.413246,25.534674,,BUSTENI,54.2,N/A,#N/A,,,,0,,,,0,interzicere totala,
PARTENER SSBT MAGIC,SSBT BUZAU 05-UNIRII 18,45.156061,26.816909,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,15,To be banned,To be closed,60/30.04.2026,,,0,,,,0,interzicere totala,
AGENTIE 2.0,BUZAU 19-PIATA,45.1511381,26.8177649,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,110.5,To be banned,To be closed,60/30.04.2026,,,0,,,,5,interzicere totala,
STANDARD,BUZAU 18-DOROBANTI 01,45.151436,26.836665,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,60.6,To be banned,To be closed,60/30.04.2026,,,0,,,,4,interzicere totala,
STANDARD,BUZAU 17-PACII,45.147606,26.815364,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,65.2,To be banned,To be closed,60/30.04.2026,,,0,,,,4,interzicere totala,
STANDARD,BUZAU 16-SPIRU HARET,45.149677,26.811382,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,59.5,To be banned,To be closed,60/30.04.2026,,,0,,,,3,interzicere totala,
STANDARD,BUZAU 15-MALL GALERIA,45.163141,26.815991,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,93.5,To be banned,To be closed,60/30.04.2026,,,0,,,,5,interzicere totala,
STANDARD,BUZAU 08-MICRO 3,45.1588659,26.8213436,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,53.5,To be banned,To be closed,60/30.04.2026,,,0,,,,0,interzicere totala,
STANDARD,BUZAU 14-CUZA VODA,45.1542546,26.8230718,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,89.2,To be banned,To be closed,60/30.04.2026,,,0,,,,1,interzicere totala,
STANDARD,BUZAU 11-STADIONULUI,45.1541008,26.7960167,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,72.3,To be banned,To be closed,60/30.04.2026,,,0,,,,5,interzicere totala,
STANDARD,BUZAU 12-COLONEL BUZOIANU,45.14363,26.8250241,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,60,To be banned,To be closed,60/30.04.2026,,,0,,,,5,interzicere totala,
STANDARD,BUZAU 13-UNIRII,45.1603398,26.8164001,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,61.1,To be banned,To be closed,60/30.04.2026,,,0,,,,1,interzicere totala,
STANDARD,BUZAU 09-UNIRII SUD,45.1430016,26.8091811,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,70.9,To be banned,To be closed,60/30.04.2026,,,0,,,,5,interzicere totala,
STANDARD,BUZAU 07-NICOLAE BALCESCU,45.1517475,26.8148743,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,61.7,To be banned,To be closed,60/30.04.2026,,,0,,,,0,interzicere totala,
STANDARD,BUZAU 06-UNIRII SUD,45.1463508,26.8126259,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,67.3,To be banned,To be closed,60/30.04.2026,,,0,,,,1,interzicere totala,
STANDARD,BUZAU 04-DOROBANTI,45.1511512,26.8399019,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,32.4,To be banned,To be closed,60/30.04.2026,,,0,,,,5,interzicere totala,
STANDARD,BUZAU 03-UNIRII H1,45.1612469,26.8163548,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,55.9,To be banned,To be closed,60/30.04.2026,,,0,,,,0,interzicere totala,
STANDARD,BUZAU 02-STADIONULUI,45.1469153,26.804894,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,29.8,To be banned,To be closed,60/30.04.2026,,,0,,,,4,interzicere totala,
STANDARD,BUZAU 01-UNIRII,45.1520753,26.8173155,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BUZAU,63.2,To be banned,To be closed,60/30.04.2026,,,0,,,,3,interzicere totala,
STANDARD,CALAFAT 01-VLADIMIRESCU,43.99338661,22.93333987,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,CALAFAT,43.07,To be banned,To be closed,55/24.04.2026,,,0,,,,4,interzicere totala,
STANDARD,CALAN 01-INDEPENDENTEI,45.7324456,23.0253363,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,CALAN,57.95,Safe,#N/A,24/30.04.2026,,300,17385,,,,0,,
